Title ,TRANCHE,CG4:SCORE,CG3:STERIC,CG3:CLASH,CG3:Pro Desolve,CG3:Lig Desolve,CG3: Lig Desolv HB,CG4:HB,PSA,XLogP,N formal charges,HBA,HBD,Lipinski HBD,Max_ring_size,MW,N_ring_systems,N_rot_bonds,Formal Charge,
ZINC000591806905,IJED,-8.478468,-7.368015,0.474333,3.380498,3.179028,-5.165201,-2.979112,70.67,5.12,0,3,2,2,6,432.29,3,7,0,
ZINC000828011326,EKAD,-8.476967,-9.892293,0.317336,3.470413,1.418089,-1.014291,-2.77622,55.12,5.04,0,1,3,2,6,348.89,2,6,0,
ZINC000020182371,IKAA,-8.475498,-10.859083,0.249863,3.642643,2.595747,-2.045849,-2.058818,70.67,5.45,0,3,2,2,6,438.54,4,8,0,
ZINC000506192315,FKAD,-8.469887,-8.694632,0.456421,3.94309,2.782743,-4.549486,-2.408025,54.02,5.05,0,2,2,2,6,357.51,3,7,0,
ZINC000446497818,IJED,-8.469062,-10.305191,0.384458,4.407067,3.357333,-3.601021,-2.711707,87.04,5.08,0,3,2,2,6,444.5,4,8,0,
ZINC000749919890,DIED,-8.466771,-10.21359,0.292943,3.206618,3.30504,-2.760119,-2.297664,70.67,5,0,3,2,2,5,320.45,2,10,0,
ZINC000608468973,FKAD,-8.466492,-9.039285,0.177953,2.525682,2.866601,-3.018202,-1.979241,57.78,5.32,0,2,2,2,6,353.85,3,6,0,
ZINC000032954381,IKAA,-8.465258,-9.234554,0.273552,3.530697,2.997726,-3.463606,-2.569072,70.67,5.21,0,3,2,2,6,425.36,3,7,0,
ZINC000009129618,JKAA,-8.46338,-10.132701,0.243859,3.326253,3.102602,-2.533104,-2.470289,67.37,6.15,0,1,2,2,6,455.33,4,6,0,
ZINC000608469419,EKAD,-8.461691,-7.661462,0.656165,3.622568,3.448875,-5.016094,-3.511743,57.78,5.08,0,2,2,2,6,345.87,3,5,0,
ZINC000485888906,FKAD,-8.460284,-8.366899,0.267366,1.893561,2.740294,-2.467771,-2.526837,57.78,5.72,0,2,2,2,6,353.42,4,5,0,
ZINC000517674008,FKAD,-8.453937,-9.521806,0.258521,2.925569,2.52423,-2.955954,-1.684497,54.12,5.59,0,1,2,2,6,368.43,4,6,0,
ZINC000523333361,EKAD,-8.45249,-8.25351,0.564073,3.769333,3.448643,-4.896802,-3.084225,57.78,5.01,0,2,2,2,6,347.45,3,8,0,
ZINC000804921358,HIED,-8.449923,-9.636193,0.288941,3.957794,3.658948,-3.739706,-2.979706,70.23,5.14,0,2,3,3,6,415.89,2,10,0,
ZINC000009892060,JJAA,-8.44978,-10.399125,0.37841,3.428982,2.192454,-0.979543,-3.070959,61.36,5.2,0,2,3,3,6,454.33,2,7,0,
ZINC000522168707,FKAD,-8.448074,-9.565734,0.270592,2.565134,3.445464,-3.246498,-1.917032,57.78,5.3,0,2,2,2,6,361.48,3,7,0,
ZINC000793986426,IIED,-8.443508,-11.174356,0.446235,4.164576,3.468866,-2.60942,-2.739411,91.4,5.24,0,4,2,2,6,446.54,3,11,0,
ZINC000002226221,JKAA,-8.440571,-8.501673,0.215466,2.857674,3.322006,-2.176121,-4.157923,81.26,5.59,0,2,3,2,6,482.76,4,5,0,
ZINC000024771832,IKAA,-8.438963,-9.598174,0.330078,3.468955,4.632799,-2.884411,-4.388209,79.9,5.76,0,3,2,2,6,444.55,4,9,0,
ZINC000644541505,DJAD,-8.437522,-6.973915,0.146979,1.817784,3.877835,-3.624474,-3.681731,53.6,5.11,0,2,2,2,6,312.45,3,5,0,
ZINC000001126994,JKAA,-8.437279,-8.948753,0.448785,3.014561,3.810114,-3.289606,-3.47238,79.46,5.06,0,2,3,3,6,492.36,4,7,0,
ZINC000675234993,FKAD,-8.433835,-9.174481,0.254356,2.453841,2.945867,-2.751244,-2.162174,57.78,5.09,0,2,2,2,6,360.24,3,4,0,
ZINC000460778599,FKAD,-8.431644,-8.49261,0.330565,3.06113,2.103087,-3.403428,-2.030388,54.12,5.39,0,1,2,2,6,366.43,3,7,0,
ZINC000009674124,IKAA,-8.429152,-11.67153,0.467981,4.138058,2.102772,-2.003851,-1.462582,70.92,5.32,0,2,2,2,6,437.94,4,8,0,
ZINC000037868001,HKAA,-8.425726,-10.985332,0.194248,3.516409,2.355902,-1.288676,-2.218276,57.78,5.59,0,2,2,2,6,403.47,4,7,0,
ZINC000001120297,JKAA,-8.417488,-8.476528,0.33924,3.552141,2.746529,-3.794569,-2.7843,70.67,5.42,0,3,2,2,6,458.16,3,6,0,
ZINC000819830237,FJED,-8.412492,-10.967062,0.28521,3.495478,1.958992,-1.679142,-1.505968,75.61,5.28,0,3,2,2,6,373.28,2,6,0,
ZINC000608470005,EKAD,-8.412195,-7.660388,0.537437,3.746649,3.448194,-4.966372,-3.517715,57.78,5.08,0,2,2,2,6,345.87,3,5,0,
ZINC000017011082,JKAA,-8.404993,-11.113801,0.24535,3.923706,1.51607,-1.21406,-1.762259,71.09,5.09,0,3,2,2,6,464.76,3,7,0,
ZINC000522106791,FKAD,-8.403953,-9.225283,0.252003,3.74979,2.742602,-3.135556,-2.78751,57.78,5.23,0,2,2,2,6,367.51,3,6,0,
ZINC000680318051,DJAD,-8.399113,-7.274693,0.346578,3.109578,3.440869,-4.893054,-3.128391,57.78,5.08,0,2,2,2,6,313.44,2,9,0,
ZINC000604084970,JKED,-8.397826,-12.022974,0.327776,4.016284,2.687036,-1.693463,-1.712485,84.81,5.66,0,3,2,2,6,483.99,4,10,0,
ZINC000629964483,FKAD,-8.39263,-8.019725,0.633446,4.131084,3.448709,-5.001513,-3.58463,57.78,5,0,2,2,2,6,367.82,3,5,0,
ZINC000759937516,FKAD,-8.391646,-9.363125,0.293176,3.457257,2.842736,-3.247407,-2.374283,54.02,5,0,2,2,2,6,369.52,3,8,0,
ZINC000428019400,FKAD,-8.391509,-8.961776,0.204579,2.685344,3.573694,-2.590648,-3.302703,57.78,5.08,0,2,2,2,6,363.88,3,5,0,
ZINC000677293639,FKAD,-8.38892,-8.279494,0.380063,2.844554,2.998629,-3.922453,-2.410219,57.78,5.09,0,2,2,2,6,360.24,3,4,0,
ZINC000009892061,JJAA,-8.388069,-10.258965,0.303392,3.175009,1.982192,-0.844647,-2.745051,61.36,5.2,0,2,3,3,6,454.33,2,7,0,
ZINC000009130113,JKAA,-8.384451,-10.211697,0.335953,3.594445,3.126091,-2.616478,-2.612766,67.37,5.72,0,1,2,2,6,465.34,4,6,0,
ZINC000609090428,GJED,-8.382668,-11.127601,0.386058,3.275006,4.311456,-2.440515,-2.787073,94.46,5.21,0,4,2,2,6,399.83,4,5,0,
ZINC000009582275,IKAA,-8.380431,-8.896908,0.407767,3.735095,3.061595,-3.571215,-3.116765,70.67,5.53,0,3,2,2,6,427.74,3,6,0,
ZINC000677014797,FKAD,-8.378794,-10.424209,0.308166,3.15748,2.259447,-2.163472,-1.516207,50.36,5.23,0,2,2,2,6,373.32,2,7,0,
ZINC000002749928,IKAA,-8.378203,-10.587001,0.380543,3.466791,1.854082,-1.676254,-1.816365,58.2,5.51,0,2,2,2,6,434.14,2,9,0,
ZINC000920082239,HKED,-8.377448,-9.909759,0.321265,3.934481,2.086954,-2.180343,-2.630047,68.68,6.07,0,2,2,2,6,417.91,4,6,0,
ZINC000614281472,FKAD,-8.376248,-10.040184,0.394402,2.839804,4.224214,-2.727601,-3.066883,70.67,5.17,0,3,2,2,6,374.46,4,6,0,
ZINC000009354726,JKAA,-8.375628,-10.476823,0.388733,3.690758,3.08651,-2.81605,-2.248756,71.09,6.05,0,3,2,2,6,468.36,4,7,0,
ZINC000463388632,HKED,-8.372879,-9.849751,0.338222,4.1135,2.390275,-2.200055,-3.165069,81.57,5.75,0,3,2,2,6,412.87,4,6,0,
ZINC000608469961,EKAD,-8.370548,-7.963284,0.567778,3.569563,3.446799,-4.844075,-3.14733,57.78,5.52,0,2,2,2,6,347.88,2,7,0,
ZINC000001078901,HKAA,-8.368064,-10.607382,0.352723,3.931729,3.110788,-2.670815,-2.485107,57.78,5.82,0,2,2,2,6,419.93,4,7,0,
ZINC000009674123,HKAA,-8.359081,-11.431152,0.358969,3.704245,2.102185,-1.801222,-1.292105,70.92,5.02,0,2,2,2,6,423.92,4,8,0,
ZINC000497658079,FKAD,-8.35807,-9.329195,0.172076,3.17275,2.750904,-2.98871,-2.135896,63.35,5.01,0,1,2,2,6,364.44,3,8,0,
ZINC000610400377,EJED,-8.35282,-9.053586,0.373531,2.806025,1.954762,-3.021302,-1.41225,64.92,5.01,0,2,2,2,6,327.46,2,6,0,
ZINC000003455604,JKAA,-8.350948,-9.573233,0.308095,2.759849,3.11638,-1.964726,-2.997314,96.97,5.62,0,4,2,2,6,478.95,4,9,0,
ZINC000008913862,HKAA,-8.347294,-10.141893,0.325816,3.375849,3.177877,-2.643612,-2.441329,67.37,5.21,0,1,2,2,6,400.47,4,6,0,
ZINC000504275162,FKAD,-7.770397,-10.619034,0.462579,4.238149,1.84245,-1.943933,-1.750608,58.2,5.49,0,2,2,2,6,366.5,2,10,0,
ZINC000095464807,GJAA,-10.29688,-10.398294,0.49484,3.221354,4.220147,-4.029729,-3.805197,66.91,5.07,0,3,2,2,6,398.91,3,7,0,
ZINC000100921668,GJEA,-10.267996,-11.326907,0.378714,4.286251,2.733566,-3.526186,-2.813432,61.96,5.52,0,2,2,2,6,380.4,2,11,0,
ZINC000005649819,FJAB,-9.368454,-8.76359,0.251773,2.807682,2.594781,-3.273805,-2.985294,61.8,5.01,0,2,2,2,6,352.24,3,4,0,
ZINC000206948758,GKAA,-9.224366,-10.001907,0.3872,3.923608,3.18294,-3.906003,-2.810204,54.02,5.34,0,2,2,2,6,399.51,4,8,0,
ZINC000012103801,GKAA,-9.191582,-9.280358,0.454637,3.728341,2.998438,-3.599425,-3.493215,70.67,5.18,0,3,2,2,6,396.48,4,7,0,
ZINC000095992926,IJAA,-9.168093,-10.657022,0.250604,3.43444,2.812328,-2.035372,-2.973072,62.22,5.67,0,3,2,2,6,438.39,2,9,0,
ZINC000005522545,FJAB,-9.161091,-9.278523,0.450527,3.525711,2.640226,-3.470976,-3.028054,61.8,5.01,0,2,2,2,6,352.24,3,4,0,
ZINC000001036149,FJAA,-9.159362,-8.650812,0.239008,2.548301,3.200734,-3.335039,-3.161553,59.63,5.12,0,2,3,2,6,364.49,4,4,0,
ZINC000001155668,GKAA,-9.127083,-9.158866,0.42485,4.156865,2.941895,-3.919309,-3.572518,67.37,5.28,0,1,2,2,6,386.44,4,6,0,
ZINC000009885420,HJAA,-9.117043,-9.339453,0.318133,2.795572,4.226038,-2.728399,-4.388935,70.67,5.02,0,3,2,2,6,417.32,3,6,0,
ZINC000048356580,FJAA,-9.061872,-10.268637,0.301882,3.443294,3.746784,-2.283375,-4.001821,70.67,5.07,0,3,2,2,6,366.48,3,8,0,
ZINC000408981172,JKEB,-9.032765,-10.837401,0.340787,3.59586,2.640652,-2.204078,-2.568585,71.93,6.21,0,2,2,1,6,456.33,4,5,0,
ZINC000105932985,JJAB,-9.00065,-10.022767,0.297906,3.223905,2.698308,-2.082028,-3.115974,90.9,5.21,0,3,3,3,6,474.16,3,6,0,
ZINC000095464806,GJAA,-8.951753,-8.663031,0.536277,3.478825,4.068509,-4.522165,-3.850169,66.91,5.07,0,3,2,2,6,398.91,3,7,0,
ZINC000009198075,HKAB,-8.923261,-9.607924,0.475574,3.909044,3.038748,-3.964967,-2.773735,70.67,5.24,0,3,2,2,6,413.71,3,6,0,
ZINC000018285325,HKEA,-8.908558,-10.377052,0.279787,3.793893,2.549114,-2.218387,-2.935914,62.7,6.52,0,2,2,1,6,400.36,2,8,0,
ZINC000223672798,HKEB,-8.903162,-10.279343,0.396924,3.899059,2.548351,-2.520134,-2.948019,75.59,5.35,0,3,2,1,6,415.34,3,5,0,
ZINC000007601490,HKAB,-8.866949,-10.039285,0.419301,3.895618,3.057809,-2.43051,-3.769882,54.87,5.2,0,2,2,2,6,406.48,4,7,0,
ZINC000813517117,DKAD,-8.834187,-9.193962,0.329379,3.883097,2.271742,-3.323841,-2.800601,57.78,5.13,0,2,2,2,6,313.44,2,10,0,
ZINC000770599687,FKCD,-8.825753,-10.858335,0.519641,4.512894,1.942904,-2.280012,-2.662844,58.29,5.13,0,1,2,2,6,356.42,4,5,0,
ZINC000408979252,JKEB,-8.80615,-10.859252,0.374061,3.660692,2.609541,-2.097893,-2.4933,71.93,6.34,0,2,2,1,6,474.32,4,5,0,
ZINC000813517118,DKAD,-8.789926,-9.050727,0.303196,3.96789,2.21291,-3.197958,-3.025237,57.78,5.13,0,2,2,2,6,313.44,2,10,0,
ZINC000408977360,HKEB,-8.769098,-9.726104,0.240009,3.04223,2.549805,-2.316123,-2.558916,71.93,5.24,0,2,2,1,6,406.28,3,5,0,
ZINC000019928171,HJAB,-8.755973,-9.567899,0.382254,3.883807,3.028166,-3.760473,-2.721829,70.67,5.25,0,3,2,2,6,412.82,3,7,0,
ZINC000002556770,EKAA,-8.748997,-10.18699,0.423397,4.112341,1.08289,-0.70293,-3.477705,52.04,6.14,0,0,4,2,6,344.49,3,4,0,
ZINC000012114702,GIAB,-8.743015,-8.575517,0.236104,3.069182,4.789392,-3.762022,-4.500154,70.67,5.21,0,3,2,2,6,380.87,4,6,0,
ZINC000012568459,IJAA,-8.740373,-8.261831,0.242123,2.992514,4.639652,-3.892254,-4.460576,70.67,5.45,0,3,2,2,6,449.34,3,7,0,
ZINC000216050756,IKAB,-8.71805,-9.991771,0.261205,3.094648,2.344027,-2.006242,-2.419917,70.67,5.53,0,3,2,2,6,427.74,3,6,0,
ZINC000216050392,IKAB,-8.711407,-9.963702,0.246384,3.069852,2.336031,-1.991213,-2.408759,70.67,5.85,0,3,2,2,6,448.15,3,6,0,
ZINC000077200121,GJAA,-8.703226,-11.763726,0.289494,4.266683,2.2267,-1.600863,-2.121514,67.43,5.09,0,2,2,2,6,390.84,3,7,0,
ZINC000012560120,GKAA,-8.688786,-10.868575,0.368946,3.011569,3.003941,-1.890401,-2.314265,57.78,5.5,0,2,2,2,6,399.51,4,7,0,
ZINC000677645687,FKED,-8.685422,-8.086813,0.439565,3.636251,3.441255,-4.974687,-3.140993,57.78,5.09,0,2,2,2,6,365.86,3,7,0,
ZINC000223669127,IKEB,-8.672236,-9.690191,0.38413,3.453399,2.547526,-2.514148,-2.852952,75.59,5.24,0,3,2,1,6,445.76,3,5,0,
ZINC000000669164,GJAA,-8.670882,-11.155664,0.469198,4.216861,1.799251,-2.316809,-1.683719,58.2,5.98,0,2,2,2,6,390.6,3,7,0,
ZINC000223668384,HKEB,-8.641593,-9.651556,0.442784,3.401313,2.534755,-2.12347,-3.245418,75.59,5.05,0,3,2,1,6,401.31,3,5,0,
ZINC000006050269,HJAB,-8.639549,-8.785623,0.333794,3.773359,4.339836,-5.54496,-2.755956,82.26,5.74,0,2,4,4,6,420.63,3,9,0,
ZINC000409384457,JJAB,-8.630381,-10.958535,0.235814,3.212709,2.572519,-2.309814,-1.383075,70.67,5.07,0,3,2,2,6,482.19,3,7,0,
ZINC000223668537,IKEB,-8.612394,-9.864476,0.330339,3.528632,2.54775,-2.553502,-2.601137,75.59,5.67,0,3,2,1,6,435.76,3,5,0,
ZINC000734017497,HKCD,-8.589266,-10.118688,0.541484,3.522844,1.96673,-1.958815,-2.542822,58.56,5.11,0,1,2,2,6,413.92,3,8,0,
ZINC000006837186,HKAB,-8.581914,-10.09481,0.417997,3.340413,2.506947,-2.183964,-2.568496,70.67,5.21,0,3,2,2,6,407.32,3,6,0,
ZINC000223677229,HKEB,-8.575092,-9.513043,0.36853,3.502953,2.547675,-2.497006,-2.984201,75.59,5.19,0,3,2,1,6,419.3,3,5,0,
ZINC000009271258,EJAA,-8.567718,-8.838659,0.33074,3.504009,2.720575,-3.538922,-2.745461,65.98,5.05,0,2,2,2,6,334.41,3,4,0,
ZINC000408813010,HKEB,-8.565754,-9.820168,0.184695,3.076658,2.849094,-2.182092,-2.673942,81.16,5.51,0,2,2,1,6,417.89,3,6,0,
ZINC000009372949,IJAA,-8.560775,-8.923759,0.514958,3.158916,3.549148,-3.869597,-2.990442,70.23,5.05,0,2,3,3,6,427.78,3,5,0,
ZINC000014775788,GKAA,-8.558074,-9.827461,0.278696,3.184536,3.026051,-2.744079,-2.475817,57.78,5.68,0,2,2,2,6,393.79,3,6,0,
ZINC000001179730,GKAA,-8.55362,-10.079588,0.250917,3.289762,1.818939,-0.832563,-3.001086,61.36,5.32,0,2,3,3,6,397.32,2,6,0,
ZINC000033616293,IKAB,-8.550569,-11.142325,0.338329,3.991881,1.884297,-0.925604,-2.697147,61.36,5.01,0,2,3,3,6,427.74,2,6,0,
ZINC000000832920,FKAA,-8.548124,-6.896342,0.238095,2.620649,3.302789,-4.939499,-2.873816,57.36,6.22,0,2,2,2,6,362.43,5,4,0,
ZINC000005563552,GJAA,-8.54549,-9.228255,0.42263,3.733817,3.055009,-3.542863,-2.985828,70.67,5.08,0,3,2,2,6,386.9,3,7,0,
ZINC000009614911,IJAA,-8.539139,-9.064672,0.311645,3.585846,2.958265,-3.876873,-2.453349,70.67,5.07,0,3,2,2,6,431.35,3,6,0,
ZINC000223675291,HKEB,-8.522806,-9.817214,0.313309,3.724691,2.547471,-2.405029,-2.886034,75.59,5.19,0,3,2,1,6,419.3,3,5,0,
ZINC000028831385,IKAB,-8.518929,-9.078803,0.451559,3.650455,3.071332,-3.552809,-3.060662,70.67,5.85,0,3,2,2,6,448.15,3,6,0,
ZINC000022109809,HKAB,-8.505569,-8.213326,0.370086,3.050053,3.130625,-3.498131,-3.344878,54.87,5.59,0,2,2,2,6,423.36,3,8,0,
ZINC000223670654,HKEB,-8.502172,-9.544222,0.417919,3.570724,2.548296,-2.428876,-3.066013,75.59,5.35,0,3,2,1,6,415.34,3,5,0,
ZINC000748460895,FJCD,-8.501198,-9.71342,0.346651,3.0994,2.498718,-2.509018,-2.223529,61.36,5.15,0,1,3,3,6,374.48,3,10,0,
ZINC000216050822,IKAB,-8.491908,-9.82408,0.326636,3.287678,2.372245,-2.104719,-2.549668,79.9,5.09,0,3,2,2,6,443.73,3,7,0,
ZINC000015148442,GKEA,-8.491507,-10.469666,0.371922,4.099694,1.397673,-0.425737,-3.465393,60.69,5.95,0,0,3,3,6,398.49,3,8,0,
ZINC000408978793,JKEB,-8.489873,-10.562549,0.352746,3.868114,2.849094,-2.032127,-2.965151,81.16,6.5,0,2,2,1,6,455.94,4,7,0,
ZINC000408978265,JKEB,-8.477167,-10.310343,0.195166,3.577949,2.855101,-1.991812,-2.803227,81.16,6.29,0,2,2,1,6,486.36,4,6,0,
ZINC000002921411,JKCA,-8.46917,-10.740878,0.390965,3.915589,1.848802,-1.55498,-2.328667,69.14,5.58,0,1,3,3,6,486.16,4,3,0,
ZINC000408982887,IKEB,-8.460456,-9.971809,0.244956,3.230532,2.848072,-1.958023,-2.854184,81.16,5.63,0,2,2,1,6,425.45,4,6,0,
ZINC000019461189,IJAB,-8.457285,-9.508774,0.460514,4.611856,3.123132,-4.475785,-2.668228,78.09,5.29,0,3,2,2,6,444.57,4,9,0,
ZINC000028806961,JIAB,-8.450487,-9.127566,0.305208,3.534694,2.993244,-3.60817,-2.547897,70.67,5.11,0,3,2,2,6,470.72,3,6,0,
ZINC000408977970,HKEB,-8.43644,-9.849559,0.231395,3.237709,2.847585,-2.138815,-2.764754,81.16,5.79,0,2,2,1,6,421.49,4,6,0,
ZINC000408980202,HKEB,-8.433022,-9.382683,0.219401,3.243833,2.649967,-2.37422,-2.78932,71.93,6.03,0,2,2,1,6,411.88,4,5,0,
ZINC000408826921,JKEB,-8.429939,-10.01909,0.206788,3.479373,2.849183,-2.157116,-2.789077,81.16,6.72,0,2,2,1,6,476.35,4,6,0,
ZINC000223668460,HKEB,-8.429204,-9.302464,0.340567,3.24851,2.545277,-2.430707,-2.830388,75.59,5.05,0,3,2,1,6,401.31,3,5,0,
ZINC000014775793,GJAA,-8.42208,-8.481637,0.360585,3.076114,2.998892,-3.955713,-2.420322,57.78,5.2,0,2,2,2,6,377.34,3,6,0,
ZINC000009198082,HKAB,-8.421201,-8.680433,0.422436,3.768498,2.930844,-4.117056,-2.745488,70.67,5.24,0,3,2,2,6,413.71,3,6,0,
ZINC000408527991,HKAB,-8.415695,-9.146111,0.300229,2.648485,4.395757,-2.519714,-4.094341,70.67,5.24,0,3,2,2,6,413.71,3,6,0,
ZINC000001047262,GJAA,-8.409104,-9.156538,0.291977,3.297357,1.685376,-2.341009,-2.186267,58.2,5.11,0,2,2,2,6,387.32,2,4,0,
ZINC000001676872,HKAB,-8.407407,-8.761688,0.255549,3.210648,1.949363,-2.144763,-2.916514,51.8,6.06,0,2,2,1,6,408.37,3,6,0,
ZINC000770575410,HKCD,-8.404765,-10.62085,0.442379,4.799562,1.39727,-1.073134,-3.349994,66.4,5.18,0,2,2,2,6,409.54,3,7,0,
ZINC000513351472,FKED,-8.404367,-9.023199,0.261624,3.48301,2.109288,-2.404929,-2.830161,68.68,5.27,0,2,2,2,6,369.87,3,5,0,
ZINC000009110500,FKAA,-8.403644,-10.296724,0.231474,3.993152,1.476912,-1.937336,-1.871121,58.14,5.32,0,1,2,2,6,370.44,4,4,0,
ZINC000223679159,HKEB,-8.40271,-9.880742,0.425711,3.924588,2.547856,-2.426494,-2.99363,75.59,5.19,0,3,2,1,6,419.3,3,5,0,
ZINC000004744600,GJAA,-8.401901,-8.505993,0.232075,2.785214,3.051306,-3.411649,-2.552854,67.43,5.15,0,2,2,2,6,385.28,2,8,0,
ZINC000095364983,FKAA,-8.396011,-8.57375,0.296833,2.274461,2.501031,-1.515387,-3.379198,55.12,5.19,0,1,3,2,6,371.26,3,5,0,
ZINC000019929201,IKAB,-8.393477,-9.011627,0.329737,4.190168,3.121242,-4.024416,-2.998581,79.9,5.09,0,3,2,2,6,443.73,3,7,0,
ZINC000006857871,IJAA,-8.39345,-8.700086,0.522481,3.961545,2.994591,-3.953984,-3.217998,70.67,5.07,0,3,2,2,6,431.35,3,6,0,
ZINC000102909102,GKEA,-8.388529,-9.958561,0.329931,3.93508,2.548648,-2.105851,-3.137775,86.49,6.68,0,3,2,1,6,392.56,2,11,0,
ZINC000018165367,HKEA,-8.36924,-9.884717,0.367072,3.673722,2.547619,-1.908654,-3.164283,86.49,5.3,0,3,2,1,6,417.33,3,4,0,
ZINC000009199528,HIAB,-8.368088,-9.733994,0.36873,3.149896,2.482276,-2.081668,-2.553328,96.97,5.04,0,4,2,2,6,424.52,3,9,0,
ZINC000408981969,JKEB,-8.362217,-9.568944,0.197492,3.307967,2.843449,-2.067589,-3.074591,81.16,6.72,0,2,2,1,6,476.35,4,6,0,
ZINC000020763653,IJAB,-8.359286,-8.651489,0.291736,3.337228,2.932573,-3.639305,-2.630029,70.67,5.1,0,3,2,2,6,437.74,3,6,0,
ZINC000408616169,HJAB,-8.358976,-9.258184,0.333255,2.710676,1.507949,-2.028172,-1.624499,58.2,5.3,0,2,2,2,6,423.3,3,7,0,
ZINC000019805691,JKEA,-8.358884,-9.883417,0.324584,3.666283,2.548149,-1.89519,-3.119292,86.49,5.84,0,3,2,1,6,455.76,3,4,0,
ZINC000004703838,GKAA,-8.358677,-10.696048,0.32164,3.812425,2.110397,-1.02619,-2.880901,61.36,5.32,0,2,3,3,6,397.32,2,6,0,
ZINC000017095322,IKAB,-8.356664,-10.315886,0.266932,3.374785,2.075227,-0.781492,-2.976231,70.59,5.18,0,2,3,3,6,427.34,2,8,0,
ZINC000009198258,JIAB,-8.355365,-8.681401,0.377264,3.701459,2.773975,-4.016846,-2.509815,70.67,5.11,0,3,2,2,6,470.72,3,6,0,
ZINC000677645688,FKED,-8.354928,-8.193606,0.385107,3.127129,3.403597,-4.274499,-2.802655,57.78,5.09,0,2,2,2,6,365.86,3,7,0,
ZINC000008994100,GKAA,-8.352489,-9.869123,0.426856,3.872744,2.830258,-2.778824,-2.834399,58.14,5.65,0,1,2,2,6,384.47,4,5,0,
ZINC000734017353,IKCD,-8.343602,-9.961471,0.595153,3.313457,1.907614,-1.983702,-2.214654,58.56,5.25,0,1,2,2,6,431.91,3,8,0,
ZINC000005901560,GJAA,-8.339173,-9.812913,0.319973,2.58564,3.360076,-2.465793,-2.326157,57.78,5.12,0,2,2,2,6,377.5,4,7,0,
ZINC000770564908,FKCD,-8.337655,-9.756762,0.372662,3.885681,2.329977,-1.659789,-3.509426,58.29,5.07,0,1,2,2,6,356.42,4,5,0,
ZINC000005610934,GKAB,-8.335827,-10.063709,0.277423,3.658516,1.7854,-0.887997,-3.10546,61.36,5.33,0,2,3,3,6,397.32,2,7,0,
ZINC000032691586,IKAB,-8.329141,-10.991581,0.412606,3.392607,3.040608,-1.885075,-2.298306,57.78,6.12,0,2,2,2,6,433.95,4,7,0,
ZINC000001059703,IJAA,-8.329033,-10.791257,0.353327,3.484213,2.156229,-1.752973,-1.778571,67.43,5.16,0,2,2,2,6,437.34,3,7,0,
ZINC000009198212,IJAB,-8.325614,-8.840112,0.364,3.604429,2.995239,-3.785127,-2.664044,70.67,5.1,0,3,2,2,6,437.74,3,6,0,
ZINC000072328204,GJAA,-8.325054,-8.813749,0.42037,3.343495,3.000731,-2.549194,-3.726708,57.78,5.1,0,2,2,2,6,398.3,3,6,0,
ZINC000005610877,GKAB,-8.322417,-10.189383,0.27463,3.563968,1.794809,-0.881384,-2.885058,61.36,5.33,0,2,3,3,6,397.32,2,7,0,
ZINC000000831497,HJAA,-8.317873,-10.488108,0.401688,4.22158,2.920074,-2.664259,-2.708848,58.2,5.4,0,2,2,2,6,419.34,3,8,0,
ZINC000001776874,EKAA,-8.315839,-10.131408,0.279832,3.744199,1.412807,-0.386917,-3.234353,57.53,5.28,0,1,2,2,6,346.85,2,8,0,
ZINC000000753558,GJAA,-8.315468,-8.541533,0.302741,3.099616,3.180776,-3.803982,-2.553086,67.43,5.03,0,2,2,2,6,397.3,3,5,0,
ZINC000740062208,GKCD,-8.313129,-8.813117,0.236679,2.910733,2.377059,-2.511582,-2.512902,61.36,5.26,0,1,3,3,6,380.87,3,7,0,
ZINC000072331562,IJAA,-8.312492,-9.761918,0.412868,3.446661,3.596295,-3.876791,-2.129607,67.01,5.26,0,2,2,2,6,428.32,3,9,0,
ZINC000009199595,IKAB,-8.306571,-9.669234,0.345803,3.149098,2.438541,-2.042861,-2.527918,79.9,5.43,0,3,2,2,6,430.95,3,8,0,
ZINC000409195917,HKAB,-8.295599,-10.796134,0.351019,4.292881,2.696647,-2.016361,-2.82365,62.22,5.08,0,3,2,2,6,421.34,3,7,0,
ZINC000055390954,GKAA,-8.286615,-9.426763,0.347958,2.904249,3.316695,-2.70827,-2.720484,57.78,5.61,0,2,2,2,6,391.53,4,7,0,
ZINC000409273583,HKAB,-8.284364,-8.589198,0.345535,2.883017,4.112044,-2.733514,-4.302247,70.67,5.24,0,3,2,2,6,413.71,3,6,0,
ZINC000013128708,IJAA,-8.280149,-8.936149,0.337845,3.574541,2.972807,-3.663541,-2.565652,70.67,5.14,0,3,2,2,6,431.35,3,7,0,
ZINC000072229263,HKAB,-8.277271,-9.499784,0.370108,3.846003,1.875236,-1.408425,-3.460407,67.15,5.29,0,1,4,3,6,422.75,3,5,0,
ZINC000005885343,GKAA,-8.275817,-10.910379,0.469419,3.763313,3.468259,-2.62133,-2.445099,67.37,5.57,0,1,2,2,6,398.45,4,7,0,
ZINC000408979090,IKEB,-8.272925,-10.538868,0.295056,3.69279,2.849078,-2.029728,-2.541254,81.16,6.02,0,2,2,1,6,439.48,4,7,0,
ZINC000028807056,IKAB,-8.272564,-8.480556,0.406788,3.729378,3.963281,-3.529527,-4.361928,83.56,5.31,0,4,2,2,6,441.96,4,7,0,
